06/06/10 - Echo Curio - 1519 Sunset Blvd - Los Angeles, CA

06/08/10 - The Trunk Space - 1506 NW Grand Ave - Phoenix, AZ

06/18/10 - Daniel St Club - 21 Daniel St - Milford, CT

06/19/10 - SPACE Gallery - 538 Congress St - Portland, ME

06/20/10 - Higher Ground - 1214 Williston Road - S. Burlington, VT

06/21/10 - Le Cercle - 228 St-Joseph Est - Quebec City, QC - Canada

06/22/10 - Il Motore - 179 rue Jean-Talon O - Montreal, QC - Canada

06/24/10 - Zaphod Beeblebrox - 27 York St - Ottawa, ON - Canada

06/26/10 - Lee's Palace - 529 Bloor St West - Toronto, ON - Canada

06/27/10 - Mohawk Place - 47 East Mohawk St - Buffalo, NY

07/10/10 - Goodbye Blue Monday - 1087 Broadway - Brooklyn, NY

